,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Number_of_Abilities,Combination,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
75,76,Golem,Final Form,Rock,Ground,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",6,"Rock, Ground",1.0,0.0,120,130,80,55,65,45,1.1619001919385796,67.09232245681382,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,3840.0,70.0,495,45,1059860.0
76,77,Ponyta,Rapidash,Fire,-,"['Run Away', 'Flash Fire', 'Flame Body']",3,"Fire, -",1.0,0.0,85,55,50,65,65,90,1.0,30.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,410,190,1000000.0
77,78,Rapidash,Final Form,Fire,-,"['Run Away', 'Flash Fire', 'Flame Body']",3,"Fire, -",1.0,0.0,100,70,65,80,80,105,1.7,95.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,500,60,1000000.0
78,79,Slowpoke,Slowbro,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",3,"Water, Psychic",1.0,0.0,65,65,90,40,40,15,1.2,36.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,5120.0,70.0,315,190,1000000.0
79,80,Slowbro,Final Form,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",3,"Water, Psychic",1.0,0.0,75,180,95,130,80,30,1.6,78.5,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,5120.0,70.0,590,75,1000000.0
80,81,Magnemite,Magneton,Electric,Steel,"['Magnet Pull', 'Sturdy', 'Analytic']",3,"Electric, Steel",1.0,0.0,35,70,25,95,55,45,0.3,6.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,5120.0,70.0,325,190,1000000.0
81,82,Magneton,Final Form,Electric,Steel,"['Magnet Pull', 'Sturdy', 'Analytic']",3,"Electric, Steel",1.0,0.0,60,95,50,120,70,70,1.0,60.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,5120.0,70.0,465,60,1000000.0
82,83,Farfetch'd,Final Form,Normal,Flying,"['Keen Eye', 'Inner Focus', 'Defiant']",3,"Normal, Flying",1.0,0.0,90,55,52,58,62,60,0.8,15.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,377,45,1000000.0
83,84,Doduo,Dodrio,Normal,Flying,"['Run Away', 'Early Bird', 'Tangled Feet']",3,"Normal, Flying",1.0,0.0,85,45,35,35,35,75,1.4,39.2,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,310,190,1000000.0
84,85,Dodrio,Final Form,Normal,Flying,"['Run Away', 'Early Bird', 'Tangled Feet']",3,"Normal, Flying",1.0,0.0,110,70,60,60,60,110,1.8,85.2,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,470,45,1000000.0
85,86,Seel,Dewgong,Water,-,"['Thick Fat', 'Hydration', 'Ice Body']",3,"Water, -",1.0,0.0,45,55,65,45,70,45,1.1,90.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,325,190,1000000.0
86,87,Dewgong,Final Form,Water,Ice,"['Thick Fat', 'Hydration', 'Ice Body']",3,"Water, Ice",1.0,0.0,70,80,90,70,95,70,1.7,120.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,475,75,1000000.0
87,88,Grimer,Muk,Poison,Poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",6,"Poison, Poison",1.0,0.0,80,50,80,40,50,25,1.1619001919385796,67.09232245681382,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,325,190,1000000.0
88,89,Muk,Final Form,Poison,Poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",6,"Poison, Poison",1.0,0.0,105,75,105,65,100,50,1.1619001919385796,67.09232245681382,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,500,75,1000000.0
89,90,Shellder,Cloyster,Water,-,"['Shell Armor', 'Skill Link', 'Overcoat']",3,"Water, -",1.0,0.0,65,100,30,45,25,40,0.3,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,305,190,1250000.0
90,91,Cloyster,Final Form,Water,Ice,"['Shell Armor', 'Skill Link', 'Overcoat']",3,"Water, Ice",1.0,0.0,95,180,50,85,45,70,1.5,132.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,525,60,1250000.0
91,92,Gastly,Haunter,Ghost,Poison,['Levitate'],1,"Ghost, Poison",1.0,0.0,35,30,30,100,35,80,1.3,0.1,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120.0,70.0,310,190,1059860.0
92,93,Haunter,Gengar,Ghost,Poison,['Levitate'],1,"Ghost, Poison",1.0,0.0,50,45,45,115,55,95,1.6,0.1,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120.0,70.0,405,90,1059860.0
93,94,Gengar,Final Form,Ghost,Poison,['Cursed Body'],1,"Ghost, Poison",1.0,0.0,65,80,60,170,95,130,1.5,40.5,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120.0,70.0,600,45,1059860.0
94,95,Onix,Steelix,Rock,Ground,"['Rock Head', 'Sturdy', 'Weak Armor']",3,"Rock, Ground",1.0,0.0,45,160,35,30,45,70,8.8,210.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,6400.0,70.0,385,45,1000000.0
95,96,Drowzee,Hypno,Psychic,-,"['Insomnia', 'Forewarn', 'Inner Focus']",3,"Psychic, -",1.0,0.0,48,45,60,43,90,42,1.0,32.4,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,328,190,1000000.0
96,97,Hypno,Final Form,Psychic,-,"['Insomnia', 'Forewarn', 'Inner Focus']",3,"Psychic, -",1.0,0.0,73,70,85,73,115,67,1.6,75.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,483,75,1000000.0
97,98,Krabby,Kingler,Water,-,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",3,"Water, -",1.0,0.0,105,90,30,25,25,50,0.4,6.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,325,225,1000000.0
98,99,Kingler,Final Form,Water,-,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",3,"Water, -",1.0,0.0,130,115,55,50,50,75,1.3,60.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,475,60,1000000.0
99,100,Voltorb,Electrode,Electric,-,"['Soundproof', 'Static', 'Aftermath']",3,"Electric, -",1.0,0.0,30,50,40,55,55,100,0.5,10.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,330,190,1000000.0
100,101,Electrode,Final Form,Electric,-,"['Soundproof', 'Static', 'Aftermath']",3,"Electric, -",1.0,0.0,50,70,60,80,80,150,1.2,66.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,490,60,1000000.0
101,102,Exeggcute,Exeggutor,Grass,Psychic,"['Chlorophyll', 'Harvest']",2,"Grass, Psychic",1.0,0.0,40,80,60,60,45,40,0.4,2.5,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,5120.0,70.0,325,90,1250000.0
102,103,Exeggutor,Final Form,Grass,Psychic,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4,"Grass, Psychic",1.0,0.0,105,85,95,125,75,45,1.1619001919385796,67.09232245681382,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,5120.0,70.0,530,45,1250000.0
103,104,Cubone,Marowak,Ground,-,"['Rock Head', 'Lightningrod', 'Battle Armor']",3,"Ground, -",1.0,0.0,50,95,50,40,50,35,0.4,6.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120.0,70.0,320,190,1000000.0
104,105,Marowak,Final Form,Ground,Fire,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",6,"Ground, Fire",1.0,0.0,80,110,60,50,80,45,1.1619001919385796,67.09232245681382,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120.0,70.0,425,75,1000000.0
105,106,Hitmonlee,Final Form,Fighting,-,"['Limber', 'Reckless', 'Unburden']",3,"Fighting, -",1.0,0.0,120,53,50,35,110,87,1.5,49.8,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,455,45,1000000.0
106,107,Hitmonchan,Final Form,Fighting,-,"['Keen Eye', 'Iron Fist', 'Inner Focus']",3,"Fighting, -",1.0,0.0,105,79,50,35,110,76,1.4,50.2,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,455,45,1000000.0
107,108,Lickitung,Lickilicky,Normal,-,"['Own Tempo', 'Oblivious', 'Cloud Nine']",3,"Normal, -",1.0,0.0,55,75,90,60,75,30,1.2,65.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,385,45,1000000.0
108,109,Koffing,Weezing,Poison,-,['Levitate'],1,"Poison, -",1.0,0.0,65,95,40,60,45,35,0.6,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,340,190,1000000.0
109,110,Weezing,Final Form,Poison,-,['Levitate'],1,"Poison, -",1.0,0.0,90,120,65,85,70,60,1.2,9.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,490,60,1000000.0
110,111,Rhyhorn,Rhydon,Ground,Rock,"['Lightningrod', 'Rock Head', 'Reckless']",3,"Ground, Rock",1.0,0.0,85,95,80,30,30,25,1.0,115.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,5120.0,70.0,345,120,1250000.0
111,112,Rhydon,Final Form,Ground,Rock,"['Lightningrod', 'Rock Head', 'Reckless']",3,"Ground, Rock",1.0,0.0,130,120,105,45,45,40,1.9,120.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,5120.0,70.0,485,60,1250000.0
112,113,Chansey,Final Form,Normal,-,"['Natural Cure', 'Serene Grace', 'Healer']",3,"Normal, -",1.0,0.0,5,5,250,35,105,50,1.1,34.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240.0,140.0,450,30,800000.0
113,114,Tangela,Tangrowth,Grass,-,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",3,"Grass, -",1.0,0.0,55,115,65,100,40,60,1.0,35.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,435,45,1000000.0
114,115,Kangaskhan,Final Form,Normal,-,"['Early Bird', 'Scrappy', 'Inner Focus']",3,"Normal, -",1.0,0.0,125,100,105,60,100,100,2.2,80.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,590,45,1000000.0
115,116,Horsea,Seadra,Water,-,"['Swift Swim', 'Sniper', 'Damp']",3,"Water, -",1.0,0.0,40,70,30,70,25,60,0.4,8.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,295,225,1000000.0
116,117,Seadra,Kingdra,Water,-,"['Poison Point', 'Sniper', 'Damp']",3,"Water, -",1.0,0.0,65,95,55,95,45,85,1.2,25.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,440,75,1000000.0
117,118,Goldeen,Seaking,Water,-,"['Swift Swim', 'Water Veil', 'Lightningrod']",3,"Water, -",1.0,0.0,67,60,45,35,50,63,0.6,15.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,320,225,1000000.0
118,119,Seaking,Final Form,Water,-,"['Swift Swim', 'Water Veil', 'Lightningrod']",3,"Water, -",1.0,0.0,92,65,80,65,80,68,1.3,39.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,450,60,1000000.0
119,120,Staryu,Starmie,Water,-,"['Illuminate', 'Natural Cure', 'Analytic']",3,"Water, -",1.0,0.0,45,55,30,70,55,85,0.8,34.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,340,225,1250000.0
120,121,Starmie,Final Form,Water,Psychic,"['Illuminate', 'Natural Cure', 'Analytic']",3,"Water, Psychic",1.0,0.0,75,85,60,100,85,115,1.1,80.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,5120.0,70.0,520,60,1250000.0
121,122,Mr. Mime,Final Form,Psychic,Fairy,"['Soundproof', 'Filter', 'Technician']",3,"Psychic, Fairy",1.0,0.0,45,65,40,100,120,90,1.3,54.5,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,6400.0,70.0,460,45,1000000.0
122,123,Scyther,Scizor,Bug,Flying,"['Swarm', 'Technician', 'Steadfast']",3,"Bug, Flying",1.0,0.0,110,80,70,55,80,105,1.5,56.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6400.0,70.0,500,45,1000000.0
123,124,Jynx,Final Form,Ice,Psychic,"['Oblivious', 'Forewarn', 'Dry Skin']",3,"Ice, Psychic",1.0,0.0,50,35,65,115,95,95,1.4,40.6,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,6400.0,70.0,455,45,1000000.0
124,125,Electabuzz,Final Form,Electric,-,"['Static', 'Vital Spirit']",2,"Electric, -",1.0,0.0,83,57,65,95,85,105,1.1,30.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6400.0,70.0,490,45,1000000.0
125,126,Magmar,Final Form,Fire,-,"['Flame Body', 'Vital Spirit']",2,"Fire, -",1.0,0.0,95,57,65,100,85,93,1.3,44.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6400.0,70.0,495,45,1000000.0
126,127,Pinsir,Final Form,Bug,-,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",3,"Bug, -",1.0,0.0,155,120,65,65,90,105,1.5,55.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6400.0,70.0,600,45,1250000.0
127,128,Tauros,Final Form,Normal,-,"['Intimidate', 'Anger Point', 'Sheer Force']",3,"Normal, -",1.0,0.0,100,95,75,40,70,110,1.4,88.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,490,45,1250000.0
128,129,Magikarp,Gyarados,Water,-,"['Swift Swim', 'Rattled']",2,"Water, -",1.0,0.0,10,55,20,15,20,80,0.9,10.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1280.0,70.0,200,255,1250000.0
129,130,Gyarados,Final Form,Water,Flying,"['Intimidate', 'Moxie']",2,"Water, Flying",1.0,0.0,155,109,95,70,130,81,6.5,235.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1280.0,70.0,640,45,1250000.0
130,131,Lapras,Final Form,Water,Ice,"['Water Absorb', 'Shell Armor', 'Hydration']",3,"Water, Ice",1.0,0.0,85,80,130,85,95,60,2.5,220.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,10240.0,70.0,535,45,1250000.0
131,132,Ditto,Final Form,Normal,-,"['Limber', 'Imposter']",2,"Normal, -",1.0,0.0,48,48,48,48,48,48,0.3,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,288,35,1000000.0
132,133,Eevee,Vaporeon,Normal,-,"['Run Away', 'Adaptability', 'Anticipation']",3,"Normal, -",1.0,0.0,55,50,55,45,65,55,0.3,6.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8960.0,70.0,325,45,1000000.0
133,134,Vaporeon,Final Form,Water,-,"['Water Absorb', 'Hydration']",2,"Water, -",1.0,0.0,65,60,130,110,95,65,1.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,8960.0,70.0,525,45,1000000.0
134,135,Jolteon,Final Form,Electric,-,"['Volt Absorb', 'Quick Feet']",2,"Electric, -",1.0,0.0,65,60,65,110,95,130,0.8,24.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8960.0,70.0,525,45,1000000.0
135,136,Flareon,Final Form,Fire,-,"['Flash Fire', 'Guts']",2,"Fire, -",1.0,0.0,130,60,65,95,110,65,0.9,25.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,8960.0,70.0,525,45,1000000.0
136,137,Porygon,Porygon2,Normal,-,"['Trace', 'Download', 'Analytic']",3,"Normal, -",1.0,0.0,60,70,65,85,75,40,0.8,36.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,395,45,1000000.0
137,138,Omanyte,Omastar,Rock,Water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",3,"Rock, Water",1.0,0.0,40,100,35,90,55,35,0.4,7.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,355,45,1000000.0
138,139,Omastar,Final Form,Rock,Water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",3,"Rock, Water",1.0,0.0,60,125,70,115,70,55,1.0,35.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,495,45,1000000.0
139,140,Kabuto,Kabutops,Rock,Water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",3,"Rock, Water",1.0,0.0,80,90,30,55,45,55,0.5,11.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,355,45,1000000.0
140,141,Kabutops,Final Form,Rock,Water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",3,"Rock, Water",1.0,0.0,115,105,60,65,70,80,1.3,40.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,495,45,1000000.0
141,142,Aerodactyl,Final Form,Rock,Flying,"['Rock Head', 'Pressure', 'Unnerve']",3,"Rock, Flying",1.0,0.0,135,85,80,70,95,150,1.8,59.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,8960.0,70.0,615,45,1250000.0
142,143,Snorlax,Final Form,Normal,-,"['Immunity', 'Thick Fat', 'Gluttony']",3,"Normal, -",1.0,0.0,110,65,160,65,110,30,2.1,460.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240.0,70.0,540,25,1250000.0
143,144,Articuno,Final Form,Ice,Flying,"['Pressure', 'Snow Cloak']",2,"Ice, Flying",1.0,1.0,85,100,90,95,125,85,1.7,55.4,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,20480.0,35.0,580,3,1250000.0
144,145,Zapdos,Final Form,Electric,Flying,"['Pressure', 'Static']",2,"Electric, Flying",1.0,1.0,90,85,90,125,90,100,1.6,52.6,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,20480.0,35.0,580,3,1250000.0
145,146,Moltres,Final Form,Fire,Flying,"['Pressure', 'Flame Body']",2,"Fire, Flying",1.0,1.0,100,90,90,125,85,90,2.0,60.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,20480.0,35.0,580,3,1250000.0
146,147,Dratini,Dragonair,Dragon,-,"['Shed Skin', 'Marvel Scale']",2,"Dragon, -",1.0,0.0,64,45,41,50,50,50,1.8,3.3,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,300,45,1250000.0
147,148,Dragonair,Dragonite,Dragon,-,"['Shed Skin', 'Marvel Scale']",2,"Dragon, -",1.0,0.0,84,65,61,70,70,70,4.0,16.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,420,45,1250000.0
148,149,Dragonite,Final Form,Dragon,Flying,"['Inner Focus', 'Multiscale']",2,"Dragon, Flying",1.0,0.0,134,95,91,100,100,80,2.2,210.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,10240.0,35.0,600,45,1250000.0
149,150,Mewtwo,Final Form,Psychic,-,"['Pressure', 'Unnerve']",2,"Psychic, -",1.0,1.0,150,70,106,194,120,140,2.0,122.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,0.0,780,3,1250000.0
150,151,Mew,Final Form,Psychic,-,['Synchronize'],1,"Psychic, -",1.0,1.0,100,100,100,100,100,100,0.4,4.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,100.0,600,45,1059860.0
151,152,Chikorita,Bayleef,Grass,-,"['Overgrow', 'Leaf Guard']",2,"Grass, -",2.0,0.0,49,65,45,49,65,45,0.9,6.4,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,318,45,1059860.0
152,153,Bayleef,Final Form,Grass,-,"['Overgrow', 'Leaf Guard']",2,"Grass, -",2.0,0.0,62,80,60,63,80,60,1.2,15.8,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,405,45,1059860.0
